LINHA,QR / EMV,PAGANTE,VT,ESCOLAR,GRATUIDADE,PASSE LIVRE,DL+INT.VT,INT.ESC,TOTAL,EQUIVALENTE,DATA,EMPRESA,TARIFA,RECEITA
0714,2561,0,41511,244,7070,6865,11894,34,70179,44194,2023-04-01,SFRAN,3.35,148049.9
0712,4607,0,53763,435,6947,10498,5741,7,81998,58587.5,2023-04-01,SFRAN,3.35,196268.125
0711,2677,0,37586,402,7729,12274,2683,25,63376,40464,2023-04-01,SFRAN,3.35,135554.4
0710,6590,0,82249,870,14738,19878,7005,12,131342,89274,2023-04-01,SFRAN,3.35,299067.9
0709,2557,0,30865,286,5775,8387,3133,2,51005,33565,2023-04-01,SFRAN,3.35,112442.75
0612,1163,0,13512,128,1768,4059,37,2,20669,14739,2023-04-01,SFRAN,3.35,49375.65
0999,0,0,0,0,0,0,2400,0,2400,0,2023-04-01,SFRAN,3.35,0.0
0504,3703,0,37655,257,6028,7521,3800,16,58980,41486.5,2023-04-01,CIMA,3.35,138979.775
0610,1362,0,17622,259,2508,6339,2442,88,30620,19113.5,2023-05-01,CIMA,3.35,64030.225
M005,88,0,1837,0,31,54,328,0,2338,1925,2023-05-01,CIMA,3.35,6448.75
M004,37,0,1208,2,68,34,67,0,1416,1246,2023-05-01,CIMA,3.35,4174.1
1019,3,0,607,1,409,323,593,1,1937,610.5,2023-05-01,CIMA,3.35,2045.175
0900,2149,0,26165,679,3593,16944,1757,58,51345,28653.5,2023-05-01,CIMA,3.35,95989.225
0708,959,0,31674,215,4823,6703,2885,10,47269,32740.5,2023-05-01,CIMA,3.35,109680.675
0700,1601,0,29546,168,4741,5205,2085,5,43351,31231,2023-05-01,CIMA,3.35,104623.85
0614,678,0,19643,152,3499,3595,1154,0,28721,20397,2023-05-01,CIMA,3.35,68329.95
0504,3813,0,43969,351,6989,10729,3535,19,69405,47957.5,2023-05-01,CIMA,3.35,160657.625
0601,4294,0,51716,379,6902,8639,3934,21,75885,56199.5,2023-05-01,REAL,3.35,188268.325
0603,2909,0,60301,692,12378,13261,6686,94,96321,63556,2023-05-01,CIMA,3.35,212912.6
0604,5254,0,104787,1388,16204,26646,16242,143,170664,110735,2023-05-01,CIMA,3.35,370962.25
0606,2825,0,35110,719,6940,14459,1753,9,61815,38294.5,2023-05-01,REAL,3.35,128286.575
0613,946,0,21701,238,4485,5126,2344,20,34860,22766,2023-05-01,CIMA,3.35,76266.1
0727,4577,0,51024,478,4998,9132,4746,3,74958,55840,2023-05-01,REAL,3.35,187064.0
0042,6776,0,76597,880,14691,20151,4053,30,123178,83813,2023-05-01,REAL,3.35,280773.55
0501,860,0,15820,116,5455,5294,780,0,28325,16738,2023-05-01,CIMA,3.35,56072.3
0037,3319,0,42053,437,8984,9629,2444,13,66879,45590.5,2023-05-01,SFRAN,3.35,152728.17500000002
M006,99,0,1081,1,25,32,179,0,1417,1180.5,2023-05-01,SFRAN,3.35,3954.675
2058,12,0,217,0,257,49,615,0,1150,229,2023-05-01,SFRAN,3.35,767.15
0999,0,0,0,0,0,0,4375,0,4375,0,2023-05-01,SFRAN,3.35,0.0
0502,657,0,13646,157,2816,5557,67,1,22901,14381.5,2023-05-01,CIMA,3.35,48178.025
0723,2524,0,36958,322,8317,8341,7737,36,64235,39643,2023-05-01,SFRAN,3.35,132804.05000000002
0719,1529,0,18357,277,2773,5607,989,8,29540,20024.5,2023-05-01,SFRAN,3.35,67082.075
0716,11280,0,116780,1076,15723,22437,9698,25,177019,128598,2023-05-01,SFRAN,3.35,430803.3
0714,2783,0,47030,354,8050,9050,10461,43,77771,49990,2023-05-01,SFRAN,3.35,167466.5
0712,5493,0,60578,725,7778,13849,4257,10,92690,66433.5,2023-05-01,SFRAN,3.35,222552.225
0711,3120,0,42735,476,8848,14506,2941,36,72662,46093,2023-05-01,SFRAN,3.35,154411.55000000002
0710,7792,0,94168,1275,16521,26135,5125,5,151021,102597.5,2023-05-01,SFRAN,3.35,343701.625
0709,2920,0,34252,441,6022,10421,2375,4,56435,37392.5,2023-05-01,SFRAN,3.35,125264.875
0612,1340,0,16698,203,2106,5255,63,1,25666,18139.5,2023-05-01,SFRAN,3.35,60767.325000000004
0402,2134,0,30668,305,6999,8520,1322,1,49949,32954.5,2023-05-01,SFRAN,3.35,110397.575
0401,2358,0,32416,320,7631,9666,1497,0,53888,34934,2023-05-01,SFRAN,3.35,117028.90000000001
0115,920,0,13215,155,3191,5148,133,0,22762,14212.5,2023-05-01,SFRAN,3.35,47611.875
0039,2338,0,30929,272,6394,6315,0,0,46248,33403,2023-05-01,REAL,3.35,111900.05
0046,6681,0,64379,878,14692,27196,1939,13,115778,71499,2023-05-01,REAL,3.35,239521.65
0048,5856,0,60798,799,9153,17457,5057,21,99141,67053.5,2023-05-01,REAL,3.35,224629.225
0052,1302,0,15912,236,3227,6276,1163,1,28117,17332,2023-05-01,REAL,3.35,58062.200000000004
0707,4630,0,53200,429,6004,9844,3006,3,77116,58044.5,2023-05-01,REAL,3.35,194449.075
0706,8885,0,85370,1054,9928,29898,7184,69,142388,94782,2023-05-01,REAL,3.35,317519.7
0704,14817,0,157216,1710,22337,40016,8616,45,244757,172888,2023-05-01,REAL,3.35,579174.8
0703,9532,0,95807,1215,13015,26488,6855,16,152928,105946.5,2023-05-01,REAL,3.35,354920.775
0612,3600,0,52006,393,6666,13857,4377,2,80901,55802.5,2023-05-01,SFRAN,3.35,186938.375
0607,4930,0,46643,807,7348,19418,5021,56,84223,51976.5,2023-05-01,REAL,3.35,174121.275
0602,11544,0,117179,1468,19245,29532,8652,106,187726,129457,2023-05-01,REAL,3.35,433680.95
0601,8244,0,93567,673,12993,16598,9541,47,141663,102147.5,2023-05-01,REAL,3.35,342194.125
0108,2356,0,37886,390,13130,10367,6723,51,70903,40437,2023-05-01,SFRAN,3.35,135463.95
0217,3007,0,38713,366,9160,10876,1940,7,64069,41903,2023-05-01,REAL,3.35,140375.05000000002
0117,2003,0,22036,279,4807,7480,1115,0,37720,24178.5,2023-05-01,REAL,3.35,80997.975
0113,10663,0,127309,1797,31049,48359,9271,64,228512,138870.5,2023-05-01,REAL,3.35,465216.175
0111,3456,0,38300,570,9857,15107,3131,11,70432,42041,2023-05-01,REAL,3.35,140837.35
0110,1597,0,21418,234,4303,6815,1084,0,35451,23132,2023-05-01,REAL,3.35,77492.2
0105,439,0,5320,77,1056,2786,122,3,9803,5797.5,2023-05-01,REAL,3.35,19421.625
0104,8144,0,96539,925,22681,23875,6756,8,158928,105145.5,2023-05-01,REAL,3.35,352237.425
0072,2238,0,24572,280,4924,6821,3010,22,41867,26950,2023-05-01,REAL,3.35,90282.5
0053,5869,0,67137,723,12170,15957,2212,4,104072,73367.5,2023-05-01,REAL,3.35,245781.125
0214,2874,0,31061,268,6480,8790,1730,9,51212,34069,2023-05-01,REAL,3.35,114131.15000000001
0102,2097,0,31892,323,7938,10906,143,0,53299,34150.5,2023-05-01,SFRAN,3.35,114404.175
0802,4522,0,60390,863,8023,16893,9891,117,100699,65343.5,2023-05-01,SFRAN,3.35,218900.725
0069,4779,0,57570,433,13122,10267,406,4,86581,62565.5,2023-05-01,SFRAN,3.35,209594.42500000002
4011,3067,0,37046,452,6011,11235,10488,140,68439,40339,2023-05-01,REAL,3.35,135135.65
4012,557,0,11673,142,3765,2313,7752,81,26283,12301,2023-05-01,REAL,3.35,41208.35
M001,100,0,1421,3,12,57,175,0,1768,1522.5,2023-05-01,REAL,3.35,5100.375
M002,191,0,1519,5,107,48,205,0,2075,1712.5,2023-05-01,REAL,3.35,5736.875
M003,101,0,1274,2,79,82,232,0,1770,1376,2023-05-01,REAL,3.35,4609.6
0012,363,0,9694,108,4093,3728,179,2,18167,10111,2023-05-01,REAL,3.35,33871.85
0024,619,0,13031,174,2142,4054,634,12,20666,13737,2023-05-01,REAL,3.35,46018.950000000004
0027,108,0,1987,24,892,889,4,0,3904,2107,2023-05-01,REAL,3.35,7058.45
4007,21,0,1484,12,395,315,8,0,2235,1511,2023-05-01,REAL,3.35,5061.85
0033,2622,0,32924,541,8095,13264,399,1,57846,35816.5,2023-05-01,REAL,3.35,119985.27500000001
0041,1585,0,31455,381,8505,12820,1072,18,55836,33230.5,2023-05-01,CIMA,3.35,111322.175
0114,499,0,20038,145,5389,5831,2602,15,34519,20609.5,2023-05-01,CIMA,3.35,69041.825
0101,867,0,12005,103,4986,4180,1187,6,23334,12923.5,2023-05-01,SFRAN,3.35,43293.725
0223,7455,0,101361,917,16889,17295,13937,106,157960,109274.5,2023-05-01,REAL,3.35,366069.575
0717,6260,0,61471,556,6454,11451,2550,2,88744,68009,2023-05-01,REAL,3.35,227830.15
0226,6453,0,99513,1317,17685,22100,14435,182,161685,106624.5,2023-05-01,CIMA,3.35,357192.075
0403,589,0,9752,93,2650,3236,297,7,16624,10387.5,2023-05-01,CIMA,3.35,34798.125
0404,335,0,8291,101,2517,2825,240,1,14310,8676.5,2023-05-01,CIMA,3.35,29066.275
0036,2412,0,49967,543,10297,12662,1830,2,77713,52650.5,2023-05-01,REAL,3.35,176379.17500000002
4006,2541,0,34532,224,7304,10653,2235,3,57492,37185,2023-05-01,REAL,3.35,124569.75
0221,374,0,16429,275,1928,3003,6025,105,28139,16940.5,2023-05-01,REAL,3.35,56750.675
0058,1827,0,26444,293,6882,7036,254,4,42740,28417.5,2023-05-01,SFRAN,3.35,95198.625
0068,763,0,11844,113,3465,2960,2474,13,21632,12663.5,2023-05-01,SFRAN,3.35,42422.725
0065,3660,0,53775,547,12793,10928,5649,56,87408,57708.5,2023-05-01,SFRAN,3.35,193323.475
0057,3514,0,53604,611,12521,14219,5422,90,89981,57423.5,2023-05-01,SFRAN,3.35,192368.725
0056,3008,0,32270,538,6687,10748,697,5,53953,35547,2023-05-01,SFRAN,3.35,119082.45
0051,2363,0,26704,370,6129,9289,1259,13,46127,29252,2023-05-01,SFRAN,3.35,97994.2
0804,11,0,1343,3,216,103,123,0,1799,1355.5,2023-05-01,REAL,3.35,4540.925
0805,31,0,4401,49,1227,951,286,0,6945,4456.5,2023-05-01,REAL,3.35,14929.275
0806,89,0,7244,41,1320,890,18,0,9602,7353.5,2023-05-01,SFRAN,3.35,24634.225000000002
0800,7229,2664,96371,911,22322,28436,46029,218,204180,106719.5,2023-05-01,REAL,3.35,357510.325
0808,10,0,93,0,14,14,0,0,131,103,2023-05-01,REAL,3.35,345.05
0809,175,0,14415,91,2873,2630,927,2,21113,14635.5,2023-05-01,REAL,3.35,49028.925
0812,20,0,786,2,277,167,227,0,1479,807,2023-05-01,REAL,3.35,2703.4500000000003
0901,1745,0,17427,454,2173,14607,1605,21,38032,19399,2023-05-01,REAL,3.35,64986.65
0903,1479,0,17246,303,2848,9133,1272,10,32291,18876.5,2023-05-01,REAL,3.35,63236.275
4003,430,0,11967,195,1431,3400,5929,98,23450,12494.5,2023-05-01,REAL,3.35,41856.575000000004
4004,437,0,5344,72,664,1599,635,1,8752,5817,2023-05-01,REAL,3.35,19486.95
0807,90,0,5850,18,1780,1064,1293,0,10095,5949,2023-05-01,REAL,3.35,19929.15
4005,76,0,7347,39,825,670,23,0,8980,7442.5,2023-05-01,REAL,3.35,24932.375
0802,3250,0,54600,408,6970,13586,9131,58,88003,58054,2023-06-01,SFRAN,3.49,202608.46000000002
0712,3989,0,52782,164,6540,10588,3687,3,77753,56853,2023-06-01,SFRAN,3.49,198416.97
0714,2066,0,42538,120,7509,7353,9584,17,69187,44664,2023-06-01,SFRAN,3.49,155877.36000000002
0716,8026,0,106378,367,13854,18336,8911,12,155884,114587.5,2023-06-01,SFRAN,3.49,399910.375
0719,957,0,15253,64,2154,3893,843,0,23164,16242,2023-06-01,SFRAN,3.49,56684.58
0723,1813,0,33561,82,7498,6835,7299,8,57096,35415,2023-06-01,SFRAN,3.49,123598.35
0042,4966,0,70168,372,13154,16755,4220,22,109657,75320,2023-06-01,REAL,3.49,262866.8
2058,8,0,277,2,291,56,597,0,1231,286,2023-06-01,SFRAN,3.49,998.1400000000001
M006,55,0,918,0,12,33,104,0,1122,973,2023-06-01,SFRAN,3.49,3395.77
0037,2321,0,36624,123,7890,7583,2096,16,56653,39006.5,2023-06-01,SFRAN,3.49,136132.685
0039,1809,0,27679,88,5681,4993,0,0,40250,29532,2023-06-01,REAL,3.49,103066.68000000001
0711,2237,0,39853,159,8072,8350,2869,19,61559,42169.5,2023-06-01,SFRAN,3.49,147171.55500000002
0999,0,0,0,0,0,0,4339,0,4339,0,2023-06-01,SFRAN,3.49,0.0
0710,5477,0,84154,388,14980,20225,5004,7,130235,89825,2023-06-01,SFRAN,3.49,313489.25
0068,638,0,11103,43,3170,2427,2291,4,19676,11762.5,2023-06-01,SFRAN,3.49,41051.125
0612,990,0,15009,54,2075,3405,49,0,21582,16026,2023-06-01,SFRAN,3.49,55930.740000000005
0402,1532,0,27815,95,6450,6707,1336,0,43935,29394.5,2023-06-01,SFRAN,3.49,102586.80500000001
0401,1469,0,29509,98,7188,7803,1713,0,47780,31027,2023-06-01,SFRAN,3.49,108284.23000000001
0115,678,0,12023,55,2995,4041,118,3,19913,12728.5,2023-06-01,SFRAN,3.49,44422.465000000004
0108,1701,0,33935,127,12140,8244,6557,24,62728,35699.5,2023-06-01,SFRAN,3.49,124591.255
0102,1280,0,27597,83,7267,7238,129,0,43594,28918.5,2023-06-01,SFRAN,3.49,100925.565
0101,574,0,10555,30,4636,3329,950,1,20075,11144,2023-06-01,SFRAN,3.49,38892.560000000005
0069,3673,0,50563,133,11754,8474,359,0,74956,54302.5,2023-06-01,SFRAN,3.49,189515.725
0065,2612,0,47645,173,11520,8653,5110,24,75737,50343.5,2023-06-01,SFRAN,3.49,175698.815
0058,1329,0,22817,106,5901,5504,225,3,35885,24199,2023-06-01,SFRAN,3.49,84454.51000000001
0057,2731,0,46868,176,11271,10887,4661,29,76623,49687,2023-06-01,SFRAN,3.49,173407.63
0056,2065,0,28988,151,6013,8670,609,6,46502,31128.5,2023-06-01,SFRAN,3.49,108638.46500000001
0051,1730,0,24062,99,5711,6149,1170,7,38928,25841.5,2023-06-01,SFRAN,3.49,90186.835
0709,2080,0,30310,128,5440,7634,2007,2,47601,32454,2023-06-01,SFRAN,3.49,113264.46
0046,4846,0,57010,264,13068,15045,1809,5,92047,61988,2023-06-01,REAL,3.49,216338.12000000002
0223,5064,0,90979,393,15358,14462,12590,48,138894,96239.5,2023-06-01,REAL,3.49,335875.85500000004
0052,971,0,14854,69,3135,3584,1139,0,23752,15859.5,2023-06-01,REAL,3.49,55349.655000000006
0403,389,0,8224,19,2337,2251,254,3,13477,8622.5,2023-06-01,CIMA,3.49,30092.525
0226,4748,0,88686,516,15843,17770,13938,73,141574,93692,2023-06-01,CIMA,3.49,326985.08
0114,434,0,17979,34,5101,4339,2509,6,30402,18430,2023-06-01,CIMA,3.49,64320.700000000004
0041,1016,0,26572,89,7246,8708,990,12,44633,27632.5,2023-06-01,CIMA,3.49,96437.425
0036,1541,0,45426,228,9173,9831,1936,2,68137,47081,2023-06-01,REAL,3.49,164312.69
0033,1736,0,27230,173,6998,9484,332,1,45954,29052.5,2023-06-01,REAL,3.49,101393.225
0404,207,0,7090,21,2126,1974,190,1,11609,7307.5,2023-06-01,CIMA,3.49,25503.175000000003
0027,80,0,1551,9,659,554,9,0,2862,1635.5,2023-06-01,REAL,3.49,5707.895
0012,179,0,8650,14,3828,2982,172,0,15825,8836,2023-06-01,REAL,3.49,30837.640000000003
M003,106,0,1316,1,57,73,145,0,1698,1422.5,2023-06-01,REAL,3.49,4964.525000000001
M002,163,0,1458,0,82,82,183,0,1968,1621,2023-06-01,REAL,3.49,5657.29
M001,150,0,1527,1,19,102,167,0,1966,1677.5,2023-06-01,REAL,3.49,5854.475
4012,318,0,11116,97,3468,2134,7390,50,24573,11482.5,2023-06-01,REAL,3.49,40073.925
4011,2154,0,34152,246,5436,8927,9406,42,60363,36429,2023-06-01,REAL,3.49,127137.21
0024,394,1,11946,58,2049,2919,599,10,17976,12370,2023-06-01,REAL,3.49,43171.3
4007,16,0,1408,1,330,214,6,0,1975,1424.5,2023-06-01,REAL,3.49,4971.505
0501,725,0,14817,46,5238,3713,843,0,25382,15565,2023-06-01,CIMA,3.49,54321.850000000006
0504,2946,0,40592,128,6357,8837,3380,13,62253,43602,2023-06-01,CIMA,3.49,152170.98
0048,4244,0,57054,359,8693,13006,5573,9,88938,61477.5,2023-06-01,REAL,3.49,214556.475
M005,91,0,1530,2,22,80,258,0,1983,1622,2023-06-01,CIMA,3.49,5660.780000000001
M004,54,0,1094,0,65,27,66,0,1306,1148,2023-06-01,CIMA,3.49,4006.5200000000004
1019,9,0,636,1,358,251,572,3,1830,645.5,2023-06-01,CIMA,3.49,2252.795
0900,1459,0,22688,235,3123,8954,1432,18,37909,24264.5,2023-06-01,CIMA,3.49,84683.10500000001
0708,667,0,27800,86,4293,5348,2969,5,41168,28510,2023-06-01,CIMA,3.49,99499.90000000001
0502,330,0,11683,59,2527,4182,77,0,18858,12042.5,2023-06-01,CIMA,3.49,42028.325000000004
0700,1044,0,26550,91,4293,4347,2160,2,38487,27639.5,2023-06-01,CIMA,3.49,96461.85500000001
0613,972,0,19411,74,4219,3972,2135,10,30793,20420,2023-06-01,CIMA,3.49,71265.8
0610,825,0,15385,112,2246,4583,2075,36,25262,16266,2023-06-01,CIMA,3.49,56768.340000000004
0606,2115,0,32115,215,6337,10983,1804,2,53571,34337.5,2023-06-01,REAL,3.49,119837.87500000001
0604,3539,0,94000,489,14420,18555,15396,48,146447,97783.5,2023-06-01,CIMA,3.49,341264.41500000004
0603,2438,0,54341,237,11138,10403,5946,36,84539,56897.5,2023-06-01,CIMA,3.49,198572.27500000002
0601,2903,0,45387,166,5912,6818,3422,8,64616,48373,2023-06-01,REAL,3.49,168821.77000000002
0614,496,0,17874,64,3384,3164,999,0,25981,18402,2023-06-01,CIMA,3.49,64222.98
4006,1931,0,31153,79,6375,8050,2136,1,49725,33123.5,2023-06-01,REAL,3.49,115601.01500000001
0221,343,0,15052,157,1850,2821,5572,59,25854,15473.5,2023-06-01,REAL,3.49,54002.51500000001
4004,328,0,4627,16,619,1292,630,0,7512,4963,2023-06-01,REAL,3.49,17320.870000000003
0607,3633,0,42699,282,6466,11795,4429,9,69313,46473,2023-06-01,REAL,3.49,162190.77000000002
0602,8059,0,106266,559,17211,22974,8125,39,163233,114604.5,2023-06-01,REAL,3.49,399969.705
0601,6387,0,86363,364,11933,14087,8967,11,128112,92932,2023-06-01,REAL,3.49,324332.68
0223,4,0,76,0,6,9,5,0,100,80,2023-06-01,REAL,3.49,279.20000000000005
0217,2173,0,35490,124,8871,8337,1994,1,56990,37725,2023-06-01,REAL,3.49,131660.25
0117,1413,0,20102,74,4496,5369,1270,0,32724,21552,2023-06-01,REAL,3.49,75216.48000000001
0612,2602,0,46683,106,6341,9346,3935,1,69014,49338,2023-06-01,SFRAN,3.49,172189.62000000002
0113,7697,0,115605,557,28795,33896,8854,35,195439,123580.5,2023-06-01,REAL,3.49,431295.945
0110,1095,0,18624,75,3719,4650,1027,0,29190,19756.5,2023-06-01,REAL,3.49,68950.185
0105,258,0,4734,32,910,1424,91,0,7449,5008,2023-06-01,REAL,3.49,17477.920000000002
0104,5718,0,88967,328,20546,18939,6687,3,141188,94849,2023-06-01,REAL,3.49,331023.01
0072,1752,0,23241,87,4437,5196,2926,7,37646,25036.5,2023-06-01,REAL,3.49,87377.38500000001
0053,4553,0,60449,253,11164,12355,2353,5,91132,65128.5,2023-06-01,REAL,3.49,227298.46500000003
4005,44,0,6488,16,696,563,23,0,7830,6540,2023-06-01,REAL,3.49,22824.600000000002
0111,2626,0,36046,202,8838,10366,3289,4,61371,38773,2023-06-01,REAL,3.49,135317.77000000002
0703,6519,0,82573,405,11299,19921,6203,7,126927,89294.5,2023-06-01,REAL,3.49,311637.805
0214,1888,0,27851,113,5790,6681,1745,5,44073,29795.5,2023-06-01,REAL,3.49,103986.29500000001
0706,6386,0,76948,424,8954,19326,6804,55,118897,83546,2023-06-01,REAL,3.49,291575.54000000004
0903,1098,0,15856,96,2674,5624,1255,2,26605,17002,2023-06-01,REAL,3.49,59336.98
0704,10308,0,140195,629,19255,31841,8037,18,210283,150817.5,2023-06-01,REAL,3.49,526353.0750000001
0901,1228,0,16611,172,1956,7317,1518,8,28810,17925,2023-06-01,REAL,3.49,62558.25000000001
0812,11,0,646,1,236,124,150,0,1168,657.5,2023-06-01,REAL,3.49,2294.675
0809,171,0,13674,57,2520,2193,950,0,19565,13873.5,2023-06-01,REAL,3.49,48418.515
0807,64,0,5425,17,1498,830,1074,0,8908,5497.5,2023-06-01,REAL,3.49,19186.275
0806,60,0,6712,20,1193,707,15,0,8707,6782,2023-06-01,SFRAN,3.49,23669.18
0808,6,0,47,0,12,10,0,0,75,53,2023-06-01,REAL,3.49,184.97
4003,272,0,10677,76,1288,2902,5079,42,20336,10987,2023-06-01,REAL,3.49,38344.630000000005
0804,14,0,1089,3,256,70,113,0,1545,1104.5,2023-06-01,REAL,3.49,3854.7050000000004
0800,5353,2323,89825,376,20321,23229,42688,103,184218,97689,2023-06-01,REAL,3.49,340934.61000000004
0727,3259,0,48441,199,4795,8592,4872,1,70159,51799.5,2023-06-01,REAL,3.49,180780.255
0717,4330,0,54606,181,6109,9773,2440,0,77439,59026.5,2023-06-01,REAL,3.49,206002.48500000002
0707,3445,0,46791,159,5429,8016,2701,4,66545,50315.5,2023-06-01,REAL,3.49,175601.095
0805,32,0,4031,5,1104,638,319,0,6129,4065.5,2023-06-01,REAL,3.49,14188.595000000001
0707,3402,0,53246,286,6084,9189,4171,4,76382,56791,2023-07-01,REAL,3.49,198200.59000000003
0805,37,0,4178,27,1161,759,345,0,6507,4228.5,2023-07-01,REAL,3.49,14757.465
0804,15,0,931,9,168,73,121,0,1317,950.5,2023-07-01,REAL,3.49,3317.2450000000003
0800,5020,2187,96861,651,22405,27453,45517,161,200255,104393.5,2023-07-01,REAL,3.49,364333.315
0727,2935,0,52829,321,5432,8957,5935,21,76430,55924.5,2023-07-01,REAL,3.49,195176.505
0717,3802,0,56740,285,6176,10248,3343,1,80595,60684.5,2023-07-01,REAL,3.49,211788.905
0706,6524,0,81498,1183,9313,31743,8582,48,138891,88613.5,2023-07-01,REAL,3.49,309261.115
0601,5324,0,90088,510,12318,14439,10774,19,133472,95667,2023-07-01,REAL,3.49,333877.83
0703,6195,0,90163,757,12356,22706,8516,10,140703,96736.5,2023-07-01,REAL,3.49,337610.385
0612,3050,0,52445,462,7051,16112,5899,4,85023,55726,2023-07-01,SFRAN,3.49,194483.74000000002
0607,4163,0,46945,801,6892,20282,5369,35,84487,51508.5,2023-07-01,REAL,3.49,179764.665
0602,7494,0,110002,1000,18386,25808,10645,65,173400,117996,2023-07-01,REAL,3.49,411806.04000000004
0217,1982,0,37370,203,9230,9635,2992,0,61412,39453.5,2023-07-01,REAL,3.49,137692.715
0806,56,0,7270,37,1310,887,14,0,9574,7344.5,2023-07-01,SFRAN,3.49,25632.305
0214,1970,0,31188,185,6652,7952,2175,10,50132,33250.5,2023-07-01,REAL,3.49,116044.24500000001
0704,9521,0,147565,1074,20752,36270,10682,33,225897,157623,2023-07-01,REAL,3.49,550104.27
0807,57,0,5476,21,1487,954,1413,0,9408,5543.5,2023-07-01,REAL,3.49,19346.815000000002
M003,72,0,1336,6,28,39,156,0,1637,1411,2023-07-01,REAL,3.49,4924.39
0809,104,0,13667,53,2673,2471,1270,0,20238,13797.5,2023-07-01,REAL,3.49,48153.275
0027,103,0,1674,12,741,519,7,0,3056,1783,2023-07-01,REAL,3.49,6222.67
0024,331,0,14422,132,2534,3508,759,11,21697,14819,2023-07-01,REAL,3.49,51718.310000000005
0012,71,0,9423,51,3926,3187,178,1,16837,9519.5,2023-07-01,REAL,3.49,33223.055
0117,1455,0,22326,184,4957,7162,1432,1,37517,23873,2023-07-01,REAL,3.49,83316.77
M002,114,0,1648,5,72,99,251,0,2189,1764.5,2023-07-01,REAL,3.49,6158.1050000000005
M001,125,0,1618,2,11,57,225,0,2038,1744,2023-07-01,REAL,3.49,6086.56
4012,90,0,2754,1,783,495,1770,0,5893,2844.5,2023-07-01,REAL,3.49,9927.305
0808,9,0,54,0,15,9,0,0,87,63,2023-07-01,REAL,3.49,219.87
4011,1704,0,36465,316,6360,11419,10828,94,67186,38327,2023-07-01,REAL,3.49,133761.23
4006,1696,0,33498,149,7225,10310,2571,2,55451,35268.5,2023-07-01,REAL,3.49,123087.065
4005,50,0,6795,20,736,657,31,0,8289,6855,2023-07-01,REAL,3.49,23923.95
4004,330,0,5111,82,693,1289,789,0,8294,5482,2023-07-01,REAL,3.49,19132.18
4003,572,0,20233,252,4156,5337,12951,175,43676,20931,2023-07-01,REAL,3.49,73049.19
0903,1276,0,18288,268,3007,10140,1507,14,34500,19698,2023-07-01,REAL,3.49,68746.02
0901,1694,0,18817,641,2150,17218,1712,12,42244,20831.5,2023-07-01,REAL,3.49,72701.935
0812,9,0,677,0,246,120,178,0,1230,686,2023-07-01,REAL,3.49,2394.1400000000003
4007,17,0,1567,6,398,289,14,0,2291,1587,2023-07-01,REAL,3.49,5538.63
0113,8202,0,120253,1383,30340,46739,10309,53,217279,129146.5,2023-07-01,REAL,3.49,450721.28500000003
0723,1872,0,36553,226,8391,8957,10279,44,66322,38538,2023-07-01,SFRAN,3.49,134497.62
0110,1134,0,20189,141,4195,6038,1199,0,32896,21393.5,2023-07-01,REAL,3.49,74663.315
0709,2251,0,32331,292,6038,9736,3140,3,53791,34728,2023-07-01,SFRAN,3.49,121200.72
0612,1252,0,17317,238,2360,6545,77,0,27789,18688,2023-07-01,SFRAN,3.49,65221.12
0402,1458,0,29665,193,7158,8171,1748,0,48393,31219.5,2023-07-01,SFRAN,3.49,108956.05500000001
0401,1476,0,31080,185,7500,9339,1969,1,51550,32648.5,2023-07-01,SFRAN,3.49,113943.26500000001
0115,611,0,12963,99,3563,5019,105,3,22363,13623.5,2023-07-01,SFRAN,3.49,47546.015
0108,1539,0,33643,239,12491,9461,7323,13,64709,35301.5,2023-07-01,SFRAN,3.49,123202.235
0102,1278,0,30498,163,8281,9486,355,1,50062,31857.5,2023-07-01,SFRAN,3.49,111182.675
0101,621,0,11684,77,5107,4301,1406,1,23197,12343.5,2023-07-01,SFRAN,3.49,43078.815
0069,3404,0,52702,258,12115,8862,392,0,77733,56235,2023-07-01,SFRAN,3.49,196260.15000000002
0068,589,0,11099,70,3244,2618,2440,5,20065,11723,2023-07-01,SFRAN,3.49,40913.270000000004
0065,2825,0,51429,393,12888,10310,5201,47,83093,54450.5,2023-07-01,SFRAN,3.49,190032.24500000002
0057,2499,0,50313,304,11725,12356,4939,60,82196,52964,2023-07-01,SFRAN,3.49,184844.36000000002
0056,2137,0,32756,367,6678,10279,792,8,53017,35076.5,2023-07-01,SFRAN,3.49,122416.985
0051,1845,0,28530,236,6861,9449,1205,11,48137,30493,2023-07-01,SFRAN,3.49,106420.57
0041,952,0,29247,196,8499,9765,973,9,49641,30297,2023-07-01,CIMA,3.49,105736.53000000001
0710,5758,0,92699,996,16874,25425,7172,7,148931,98955,2023-07-01,SFRAN,3.49,345352.95
0711,2523,0,45708,600,9447,17544,3133,39,78994,48531,2023-07-01,SFRAN,3.49,169373.19
0712,3869,0,58092,413,7283,12060,5460,9,87186,62167.5,2023-07-01,SFRAN,3.49,216964.575
0714,2143,0,44734,222,8002,8170,11937,44,75252,46988,2023-07-01,SFRAN,3.49,163988.12000000002
0105,278,0,5550,72,1024,2583,126,1,9634,5864,2023-07-01,REAL,3.49,20465.36
0104,4997,0,92412,535,22421,22373,7854,4,150596,97676.5,2023-07-01,REAL,3.49,340890.98500000004
