LINHA,QR / EMV,PAGANTE,VT,ESCOLAR,GRATUIDADE,PASSE LIVRE,DL+INT.VT,INT.ESC,TOTAL,EQUIVALENTE,DATA,EMPRESA,TARIFA,RECEITA
0102,0,7255,9175,1429,6942,400,43,8,25254,17144.5,2018-01-01,SFRAN,3.5,60005.75
0108,0,27430,23647,3400,14202,104,560,80,69425,52777,2018-01-01,SFRAN,3.5,184719.5
0705,0,6001,6603,1254,1274,12,0,0,15144,13231,2018-01-01,SFRAN,3.5,46308.5
0709,0,27182,33784,6378,7530,244,375,96,75599,64155,2018-01-01,SFRAN,3.5,224542.5
0710,0,49043,63851,11848,14675,282,397,88,140186,118818,2018-01-01,SFRAN,3.5,415863.0
0711,0,52306,51141,10415,14488,97,282,55,128785,108654.5,2018-01-01,SFRAN,3.5,380290.75
0712,0,29805,34153,5620,6354,38,0,0,75970,66768,2018-01-01,SFRAN,3.5,233688.0
0715,0,35145,38762,4225,11317,76,262,27,89815,76019.5,2018-01-01,SFRAN,3.5,266068.25
0716,0,69600,78262,13608,14010,84,56,7,175628,154666,2018-01-01,SFRAN,3.5,541331.0
0798,0,917,815,17,107,0,0,0,1856,1740.5,2018-01-01,SFRAN,3.5,6091.75
0802,0,17702,37912,4812,5299,61,4,0,65790,58020,2018-01-01,SFRAN,3.5,203070.0
0811,0,4909,4269,1135,1342,77,0,0,11732,9745.5,2018-01-01,SFRAN,3.5,34109.25
2016,0,294,689,25,100,0,1,0,1109,995.5,2018-01-01,SFRAN,3.5,3484.25
0037,0,33443,41940,7536,10183,60,1891,296,95350,79151,2018-01-01,SFRAN,3.5,277028.5
0042,0,60212,82965,12740,17139,141,1687,255,175141,149547,2018-01-01,REAL,3.5,523414.5
0046,0,49057,39273,7344,13631,83,222,33,109645,92002,2018-01-01,REAL,3.5,322007.0
0048,0,76505,101054,14893,18613,136,1120,177,212498,185005.5,2018-01-01,REAL,3.5,647519.25
0049,0,19566,18655,5103,5181,89,195,31,48823,40772.5,2018-01-01,REAL,3.5,142703.75
0052,0,18327,17987,5622,5056,63,143,24,47222,39125,2018-01-01,REAL,3.5,136937.5
0053,0,47955,46036,10895,12458,40,22,1,117407,99438.5,2018-01-01,REAL,3.5,348034.75
0072,0,27253,27684,5245,8302,42,287,28,68841,57559.5,2018-01-01,REAL,3.5,201458.25
0097,0,247,386,24,105,0,0,0,762,645,2018-01-01,REAL,3.5,2257.5
0104,0,30129,33312,4524,7735,34,290,37,76061,65703,2018-01-01,REAL,3.5,229960.5
0105,0,7192,7984,1597,2236,7,151,31,19198,15974.5,2018-01-01,REAL,3.5,55910.75
0071,0,1691,2590,279,1373,12,33,3,5981,4420.5,2018-01-01,SFRAN,3.5,15471.75
0110,0,38403,36355,6414,9389,68,115,8,90752,77965,2018-01-01,REAL,3.5,272877.5
0070,0,5568,7058,1314,1248,12,0,0,15200,13283,2018-01-01,SFRAN,3.5,46490.5
0068,0,8824,14523,2496,4521,22,243,35,30664,24595,2018-01-01,SFRAN,3.5,86082.5
0107,0,28823,33974,3491,10907,4,45,7,77251,64542.5,2018-01-01,VELEIRO,3.5,225898.75
0201,0,34093,44674,6612,11087,38,234,69,96807,82073,2018-01-01,SFRAN,3.5,287255.5
0202,0,30078,35922,5249,8855,37,112,17,80270,68624.5,2018-01-01,VELEIRO,3.5,240185.75
0204,0,3733,6520,616,2637,18,20,6,13550,10561,2018-01-01,CIMA,3.5,36963.5
0210,0,12391,18870,2031,5439,24,0,0,38755,32276.5,2018-01-01,REAL,3.5,112967.75
0213,0,12806,20536,2173,5152,34,0,0,40701,34428.5,2018-01-01,REAL,3.5,120499.75
0407,0,25925,30825,3915,8627,54,57,4,69407,58707.5,2018-01-01,VELEIRO,3.5,205476.25
0500,0,7047,9289,1259,2099,5,158,19,19876,16965.5,2018-01-01,VELEIRO,3.5,59379.25
0503,0,7339,9528,1123,3498,23,39,8,21558,17428.5,2018-01-01,VELEIRO,3.5,60999.75
0605,0,24182,25678,3778,5579,29,353,63,59662,51749,2018-01-01,VELEIRO,3.5,181121.5
0611,0,9373,13156,1556,3526,4,47,5,27667,23307,2018-01-01,VELEIRO,3.5,81574.5
0713,0,11393,16716,1674,4100,30,49,6,33968,28946,2018-01-01,VELEIRO,3.5,101311.0
0797,0,258,597,9,2,0,0,0,866,859.5,2018-01-01,VELEIRO,3.5,3008.25
0906,0,44448,51065,17633,13955,49,257,109,127516,104329.5,2018-01-01,VELEIRO,3.5,365153.25
0051,0,24300,25598,5047,8716,34,342,96,64135,52421.5,2018-01-01,SFRAN,3.5,183475.25
0055,0,2906,6091,893,4471,158,240,33,14797,9443.5,2018-01-01,SFRAN,3.5,33052.25
0056,0,21369,27922,6584,7081,155,330,83,63529,52583,2018-01-01,SFRAN,3.5,184040.5
0057,0,27432,30698,5068,11169,93,210,33,74704,60664,2018-01-01,SFRAN,3.5,212324.0
0058,0,13724,17260,2713,6645,55,85,18,40500,32340.5,2018-01-01,SFRAN,3.5,113191.75
0059,0,8223,9158,1245,7176,35,33,4,25874,18003.5,2018-01-01,SFRAN,3.5,63012.25
0060,0,6579,11197,1821,10333,48,54,12,30044,18686.5,2018-01-01,SFRAN,3.5,65402.75
0064,0,9049,10051,1182,7945,50,129,25,28431,19691,2018-01-01,SFRAN,3.5,68918.5
0065,0,33818,36146,6003,13835,107,43,19,89971,72965.5,2018-01-01,SFRAN,3.5,255379.25
0069,0,37266,36583,6479,10849,48,123,41,91389,77088.5,2018-01-01,SFRAN,3.5,269809.75
0214,0,34496,35293,6438,9229,36,1046,158,86699,73008,2018-01-01,REAL,3.5,255528.0
0039,0,31728,29070,5875,9426,44,0,0,76143,63735.5,2018-01-01,REAL,3.5,223074.25
0230,0,46096,47062,12038,13692,25,1187,117,120217,99177,2018-01-01,REAL,3.5,347119.5
0017,0,19922,23356,2583,3297,17,864,88,50128,44569.5,2018-01-01,REAL,3.5,155993.25
0022,0,18205,17969,2914,5100,22,174,18,44403,37631,2018-01-01,REAL,3.5,131708.5
0024,0,16090,20078,3351,3766,25,243,49,43602,37843.5,2018-01-01,REAL,3.5,132452.25
0027,0,11383,10427,2268,4638,11,63,6,28796,22944,2018-01-01,REAL,3.5,80304.0
0030,0,16378,12572,2876,4232,12,206,104,36380,30388,2018-01-01,CIMA,3.5,106358.0
0032,0,9392,9532,1345,3062,16,37,0,23384,19596.5,2018-01-01,CIMA,3.5,68587.75
0033,0,36745,32771,9358,7920,50,8,0,86852,74195,2018-01-01,REAL,3.5,259682.5
0035,0,7644,5999,1143,2331,18,60,1,17196,14214.5,2018-01-01,CIMA,3.5,49750.75
0036,0,30210,32926,6267,7147,86,183,31,76850,66269.5,2018-01-01,REAL,3.5,231943.25
0217,0,23946,27516,3776,7523,27,231,34,63053,53350,2018-01-01,REAL,3.5,186725.0
0103,0,38414,33899,5922,7092,38,1972,339,87679,75274,2018-01-01,CIMA,3.5,263459.0
0013,0,10532,11958,2710,2443,30,721,103,28498,23845,2018-01-01,SFRAN,3.5,83457.5
0197,0,598,873,23,49,0,117,0,1660,1482.5,2018-01-01,REAL,3.5,5188.75
0221,0,5298,9221,895,1179,21,2502,203,19319,14966.5,2018-01-01,REAL,3.5,52382.75
0223,0,101598,86017,11398,17812,60,6126,923,223937,193314,2018-01-01,REAL,3.5,676599.0
0599,0,253,667,12,26,0,1,0,959,926,2018-01-01,CIMA,3.5,3241.0
0603,0,36324,36734,5222,7692,38,1141,178,87330,75669,2018-01-01,CIMA,3.5,264841.5
0604,0,54562,65100,14691,10861,89,3970,723,150025,127007.5,2018-01-01,CIMA,3.5,444526.25
0606,0,32044,32166,9874,5582,45,453,130,80294,69147,2018-01-01,REAL,3.5,242014.5
0608,0,10148,13067,2846,2473,32,213,47,28826,24638,2018-01-01,CIMA,3.5,86233.0
0609,0,9257,11216,2139,1762,12,161,31,24578,21542.5,2018-01-01,SFRAN,3.5,75398.75
0700,0,30764,34743,4151,5922,70,881,123,76657,67582.5,2018-01-01,CIMA,3.5,236538.75
0708,0,14199,17900,1871,2301,17,215,42,36546,33034.5,2018-01-01,CIMA,3.5,115620.75
1019,0,37,1076,60,653,0,1679,108,3613,1143,2018-01-01,CIMA,3.5,4000.5
0208,0,15182,15953,2085,3245,35,365,34,36900,32177.5,2018-01-01,REAL,3.5,112621.25
0012,0,6773,8012,1487,3356,3,45,6,19682,15528.5,2018-01-01,REAL,3.5,54349.75
0041,0,19909,21662,4242,5538,3,578,58,51991,43692,2018-01-01,CIMA,3.5,152922.0
0602,0,71048,85773,16336,19396,102,2243,275,195176,164989,2018-01-01,REAL,3.5,577461.5
4011,0,6868,19611,3240,2435,26,4990,796,37971,28099,2018-01-01,REAL,3.5,98346.5
0607,0,44411,49279,14635,9449,75,547,48,118448,101007.5,2018-01-01,REAL,3.5,353526.25
0703,0,71602,90762,16121,13586,104,959,148,193282,170424.5,2018-01-01,REAL,3.5,596485.75
0704,0,87695,115333,17360,19117,185,1705,305,241701,211708,2018-01-01,REAL,3.5,740978.0
0705,0,14399,15872,2946,2982,13,0,0,36212,31744,2018-01-01,SFRAN,3.5,111104.0
0706,0,56790,66243,16871,9041,125,735,67,149872,131468.5,2018-01-01,REAL,3.5,460139.75
0707,0,81183,85572,12516,12598,123,398,35,192425,173013,2018-01-01,REAL,3.5,605545.5
0800,0,32954,32576,6938,11899,160,0,0,84527,68999,2018-01-01,REAL,3.5,241496.5
0803,0,1580,2738,403,581,2,44,8,5356,4519.5,2018-01-01,REAL,3.5,15818.25
0804,0,3711,3510,331,1312,9,55,2,8931,7386.5,2018-01-01,REAL,3.5,25852.75
0805,0,5316,6662,1143,2435,91,97,19,15763,12549.5,2018-01-01,REAL,3.5,43923.25
0796,0,1160,1070,57,138,0,1,0,2426,2258.5,2018-01-01,REAL,3.5,7904.75
0807,0,12431,11486,1298,6002,247,113,15,31593,24566,2018-01-01,REAL,3.5,85981.0
0806,0,14341,11838,1627,5539,296,0,0,33641,26992.5,2018-01-01,SFRAN,3.5,94473.75
4006,0,23196,31343,5498,10010,30,633,146,70859,57288,2018-01-01,REAL,3.5,200508.0
4005,0,17638,17412,2086,6386,41,290,35,43889,36093,2018-01-01,REAL,3.5,126325.5
4003,0,2149,3714,345,1349,27,783,130,8500,6035.5,2018-01-01,REAL,3.5,21124.25
4002,0,828,1086,102,316,2,11,5,2350,1965,2018-01-01,REAL,3.5,6877.5
4007,0,8501,8019,874,3483,65,109,13,21064,16957,2018-01-01,REAL,3.5,59349.5
0812,0,5373,5401,668,2812,27,88,15,14384,11108,2018-01-01,REAL,3.5,38878.0
0809,0,18545,17114,2768,8131,96,197,44,46896,37043,2018-01-01,REAL,3.5,129650.5
0808,0,291,32,5,103,0,0,0,431,325.5,2018-01-01,REAL,3.5,1139.25
0903,0,18552,26170,6558,5810,52,669,92,57913,48001,2018-01-01,REAL,3.5,168003.5
0072,0,23247,24588,5644,7406,23,251,40,61200,50657,2018-02-01,REAL,3.5,177299.5
0811,0,4286,3686,1349,1261,49,0,0,10631,8646.5,2018-02-01,SFRAN,3.5,30262.75
2016,0,148,341,26,36,1,0,0,552,502,2018-02-01,SFRAN,3.5,1757.0
0037,0,26238,34145,7797,8535,35,1616,278,78644,64281.5,2018-02-01,SFRAN,3.5,224985.25
0039,0,25223,23250,6054,7703,31,0,0,62261,51500,2018-02-01,REAL,3.5,180250.0
0042,0,50030,73370,13709,15615,84,1425,235,154469,130254.5,2018-02-01,REAL,3.5,455890.75
0046,0,41366,33214,7897,11728,61,188,35,94489,78528.5,2018-02-01,REAL,3.5,274849.75
0048,0,66216,89156,17122,16984,77,908,181,190644,163933,2018-02-01,REAL,3.5,573765.5
0049,0,16650,16003,6189,4208,13,317,58,43441,35747.5,2018-02-01,REAL,3.5,125116.25
0052,0,15792,15920,8399,4628,38,220,31,45028,35911.5,2018-02-01,REAL,3.5,125690.25
0053,0,41487,40129,11945,10624,31,18,6,104240,87588.5,2018-02-01,REAL,3.5,306559.75
0097,0,229,267,24,82,0,0,0,602,508,2018-02-01,REAL,3.5,1778.0
0706,0,47823,59557,21838,7741,50,1202,130,138341,118299,2018-02-01,REAL,3.5,414046.5
0105,0,6340,6882,2119,1961,2,137,30,17471,14281.5,2018-02-01,REAL,3.5,49985.25
0110,0,32173,32131,7662,8270,36,113,10,80395,68135,2018-02-01,REAL,3.5,238472.5
0214,0,27400,30480,6820,8180,17,836,193,73926,61290,2018-02-01,REAL,3.5,214515.0
0217,0,20248,25093,4510,6806,12,246,52,56967,47596,2018-02-01,REAL,3.5,166586.0
0230,0,40164,41098,15379,12005,29,1117,146,109938,88951.5,2018-02-01,REAL,3.5,311330.25
0602,0,60097,76974,18766,17528,58,1889,352,175666,146454,2018-02-01,REAL,3.5,512589.0
0607,0,39657,42880,18867,8173,47,1049,98,110772,91970.5,2018-02-01,REAL,3.5,321896.75
0703,0,62076,80870,17863,12712,68,839,175,174603,151877.5,2018-02-01,REAL,3.5,531571.25
0704,0,75145,103581,19485,17668,91,1496,279,217746,188468.5,2018-02-01,REAL,3.5,659639.75
0705,0,9556,11276,3043,2323,6,0,0,26204,22353.5,2018-02-01,SFRAN,3.5,78237.25
0802,0,15136,34927,5113,5091,57,2,0,60326,52619.5,2018-02-01,SFRAN,3.5,184168.25
0104,0,25208,28778,5084,6901,27,220,37,66255,56528,2018-02-01,REAL,3.5,197848.0
0798,0,805,639,11,87,0,0,0,1542,1449.5,2018-02-01,SFRAN,3.5,5073.25
0840,0,2,0,0,0,0,0,0,2,2,2018-02-01,CIMA,3.5,7.0
0715,0,28196,33546,3974,9840,31,232,20,75839,63729,2018-02-01,SFRAN,3.5,223051.5
0707,0,69045,75698,13667,11393,101,383,34,170323,151576.5,2018-02-01,REAL,3.5,530517.75
0713,0,10044,14846,1964,3893,6,29,7,30789,25872,2018-02-01,VELEIRO,3.5,90552.0
0797,0,188,508,13,7,0,0,0,716,702.5,2018-02-01,VELEIRO,3.5,2458.75
0906,0,42741,48847,27398,13496,37,260,215,132994,105287,2018-02-01,VELEIRO,3.5,368504.5
0051,0,20308,22610,6090,7805,12,367,90,57282,45963,2018-02-01,SFRAN,3.5,160870.5
0055,0,2495,5206,1138,3897,91,209,30,13079,8270,2018-02-01,SFRAN,3.5,28945.0
0056,0,18712,24388,7782,6250,73,299,85,57593,46991,2018-02-01,SFRAN,3.5,164468.5
0057,0,24914,28288,5962,10270,66,201,40,69741,56183,2018-02-01,SFRAN,3.5,196640.5
0058,0,11136,13785,3297,5633,39,90,8,33988,26569.5,2018-02-01,SFRAN,3.5,92993.25
0059,0,6806,7655,1295,6135,18,17,5,21932,15108.5,2018-02-01,SFRAN,3.5,52879.75
0060,0,5487,9617,2045,9412,30,53,15,26659,16126.5,2018-02-01,SFRAN,3.5,56442.75
0716,0,59349,69506,14451,12694,53,56,6,156116,136080.5,2018-02-01,SFRAN,3.5,476281.75
0064,0,8242,8486,1126,6963,22,165,30,25034,17291,2018-02-01,SFRAN,3.5,60518.5
0068,0,7749,12671,2673,3868,10,237,34,27244,21756.5,2018-02-01,SFRAN,3.5,76147.75
0069,0,30916,30811,6737,9352,22,105,45,77989,65095.5,2018-02-01,SFRAN,3.5,227834.25
0070,0,4483,5982,1400,1010,2,0,0,12877,11165,2018-02-01,SFRAN,3.5,39077.5
0071,0,1321,1895,341,1218,5,26,6,4813,3386.5,2018-02-01,SFRAN,3.5,11852.75
0102,0,6715,8301,1819,6273,335,45,10,23500,15925.5,2018-02-01,SFRAN,3.5,55739.25
0108,0,23601,20514,4030,12946,36,451,85,61665,46130,2018-02-01,SFRAN,3.5,161455.0
0705,0,5339,7002,1501,1189,2,0,0,15033,13091.5,2018-02-01,SFRAN,3.5,45820.25
0709,0,22940,29737,6960,6726,165,336,96,66965,56157,2018-02-01,SFRAN,3.5,196549.5
0710,0,41737,55969,12937,12872,263,360,84,124236,104174.5,2018-02-01,SFRAN,3.5,364610.75
0711,0,45038,46515,14255,13644,52,218,63,119785,98680.5,2018-02-01,SFRAN,3.5,345381.75
0712,0,26034,31894,6469,5963,7,0,0,70367,61162.5,2018-02-01,SFRAN,3.5,214068.75
0065,0,29512,32010,6774,12202,46,48,13,80607,64909,2018-02-01,SFRAN,3.5,227181.5
0796,0,703,870,52,96,0,4,0,1725,1599,2018-02-01,REAL,3.5,5596.5
0107,0,25763,30956,5008,10010,14,54,6,71811,59223,2018-02-01,VELEIRO,3.5,207280.5
0803,0,1288,2603,366,577,5,46,10,4895,4074,2018-02-01,REAL,3.5,14259.0
0197,0,442,669,22,49,0,76,0,1258,1122,2018-02-01,REAL,3.5,3927.0
0208,0,12367,13709,2017,2895,12,390,55,31445,27084.5,2018-02-01,REAL,3.5,94795.75
0221,0,4268,8238,1026,1142,22,2588,235,17521,13019,2018-02-01,REAL,3.5,45566.5
0223,0,84176,75796,13458,15639,97,5635,1051,195859,166701,2018-02-01,REAL,3.5,583453.5
0599,0,228,551,7,12,0,0,0,798,782.5,2018-02-01,CIMA,3.5,2738.75
0603,0,30857,31681,6185,7021,72,1133,277,77229,65630.5,2018-02-01,CIMA,3.5,229706.75
0604,0,48728,62047,22155,10653,86,4136,900,148720,121852.5,2018-02-01,CIMA,3.5,426483.75
0606,0,30598,30181,13977,5567,47,443,195,81008,67767.5,2018-02-01,REAL,3.5,237186.25
0608,0,9591,11730,3837,2232,12,208,61,27671,23239.5,2018-02-01,CIMA,3.5,81338.25
0609,0,8882,11042,2925,1545,4,202,47,24647,21386.5,2018-02-01,SFRAN,3.5,74852.75
0700,0,25958,30412,4432,5339,54,773,160,67130,58586,2018-02-01,CIMA,3.5,205051.0
0708,0,11450,15508,2094,1915,23,195,37,31223,28005,2018-02-01,CIMA,3.5,98017.5
1019,0,15,915,72,484,1,1671,170,3329,966,2018-02-01,CIMA,3.5,3381.0
0611,0,7995,11229,2370,3304,3,45,9,24955,20409,2018-02-01,VELEIRO,3.5,71431.5
0605,0,20587,22602,4518,5081,20,274,75,53157,45448,2018-02-01,VELEIRO,3.5,159068.0
0503,0,5998,8139,1117,3131,4,29,3,18421,14695.5,2018-02-01,VELEIRO,3.5,51434.25
0500,0,5848,8475,1349,2046,1,157,22,17898,14997.5,2018-02-01,VELEIRO,3.5,52491.25
0407,0,23386,28674,5116,8260,51,45,4,65536,54618,2018-02-01,VELEIRO,3.5,191163.0
0213,0,10910,17741,2232,4765,9,0,0,35657,29767,2018-02-01,REAL,3.5,104184.5
0210,0,10660,16226,1915,5286,5,0,0,34092,27843.5,2018-02-01,REAL,3.5,97452.25
0204,0,3023,5382,589,2314,7,15,2,11332,8699.5,2018-02-01,CIMA,3.5,30448.25
0202,0,26743,33325,6500,8188,12,104,19,74891,63318,2018-02-01,VELEIRO,3.5,221613.0
0201,0,29660,41006,8494,10222,21,241,86,89730,74913,2018-02-01,SFRAN,3.5,262195.5
0800,0,31629,32170,8010,12027,104,0,0,83940,67804,2018-02-01,REAL,3.5,237314.0
0041,0,16564,17387,5832,4622,9,518,65,44999,36867,2018-02-01,CIMA,3.5,129034.5
0103,0,32289,29425,7689,6824,67,1788,370,78455,65558.5,2018-02-01,CIMA,3.5,229454.75
0035,0,6594,5507,1829,2235,11,51,3,16230,13015.5,2018-02-01,CIMA,3.5,45554.25
0806,0,10881,9650,1453,4314,137,0,0,26435,21257.5,2018-02-01,SFRAN,3.5,74401.25
0807,0,9797,9436,1205,5188,98,85,13,25822,19835.5,2018-02-01,REAL,3.5,69424.25
0808,0,279,57,24,119,0,0,0,479,348,2018-02-01,REAL,3.5,1218.0
0809,0,15312,15472,2891,7391,12,187,33,41298,32229.5,2018-02-01,REAL,3.5,112803.25
0812,0,3671,4180,475,1748,18,38,8,10139,8088.5,2018-02-01,REAL,3.5,28309.75
0903,0,16301,24521,9057,5336,43,665,144,56073,45350.5,2018-02-01,REAL,3.5,158726.75
4002,0,803,1237,178,277,2,17,1,2515,2129,2018-02-01,REAL,3.5,7451.5
4003,0,2035,5374,616,2486,13,1809,264,12600,7717,2018-02-01,REAL,3.5,27009.5
4005,0,14709,15130,2176,5548,20,260,34,37880,30927,2018-02-01,REAL,3.5,108244.5
0036,0,28047,29972,7539,6543,63,215,58,72437,61788.5,2018-02-01,REAL,3.5,216259.75
0805,0,4625,5966,1373,2160,54,80,13,14271,11277.5,2018-02-01,REAL,3.5,39471.25
4006,0,19458,27950,5843,8941,69,582,151,62994,50329.5,2018-02-01,REAL,3.5,176153.25
4011,0,5783,17344,3895,2334,21,4322,898,34599,25074.5,2018-02-01,REAL,3.5,87760.75
0012,0,5872,6988,1599,2717,4,23,5,17208,13659.5,2018-02-01,REAL,3.5,47808.25
0013,0,9936,10803,3763,1989,15,608,127,27244,22620.5,2018-02-01,SFRAN,3.5,79171.75
0017,0,16838,20202,2871,3095,11,798,147,43962,38475.5,2018-02-01,REAL,3.5,134664.25
0022,0,15858,15401,3555,4433,14,160,58,39479,33036.5,2018-02-01,REAL,3.5,115627.75
0024,0,13601,16930,4015,3329,12,234,44,38165,32538.5,2018-02-01,REAL,3.5,113884.75
0027,0,10050,9231,3487,4017,2,89,27,26903,21024.5,2018-02-01,REAL,3.5,73585.75
0030,0,13445,10088,3407,3280,17,193,140,30571,25236.5,2018-02-01,CIMA,3.5,88327.75
0032,0,7264,7420,1482,2511,9,23,6,18715,15425,2018-02-01,CIMA,3.5,53987.5
0033,0,31898,28451,11879,6914,25,1,0,79168,66288.5,2018-02-01,REAL,3.5,232009.75
4007,0,6576,6616,751,3113,35,111,10,17212,13567.5,2018-02-01,REAL,3.5,47486.25
0804,0,2876,2939,296,968,2,35,4,7120,5963,2018-02-01,REAL,3.5,20870.5
0700,0,29731,33832,5137,6105,90,834,170,75901,66131.5,2018-03-01,CIMA,3.65,241379.975
0609,0,11403,13183,4364,1773,9,310,66,31108,26768,2018-03-01,SFRAN,3.65,97703.2
0608,0,11340,14359,4930,2587,26,217,79,33538,28164,2018-03-01,CIMA,3.65,102798.59999999999
0042,0,60922,87714,16148,17462,153,1770,269,184441,156710,2018-03-01,REAL,3.65,571991.5
0604,0,59313,74907,31274,12630,141,5571,1238,185097,149857,2018-03-01,CIMA,3.65,546978.0499999999
0102,0,7971,9531,2338,6744,398,41,8,27033,18671,2018-03-01,SFRAN,3.65,68149.15
0108,0,28088,24467,5290,14536,80,530,107,73101,55200,2018-03-01,SFRAN,3.65,201480.0
0705,0,6697,8441,1919,1359,9,0,0,18425,16097.5,2018-03-01,SFRAN,3.65,58755.875
0709,0,26156,33665,8715,7462,172,420,95,76691,64178.5,2018-03-01,SFRAN,3.65,234251.525
0710,0,50165,67301,17124,14994,323,485,151,150547,126028,2018-03-01,SFRAN,3.65,460002.2
0711,0,50934,52991,17278,15344,75,248,56,136930,112564,2018-03-01,SFRAN,3.65,410858.6
0712,0,29981,38424,8063,6587,29,0,0,83084,72436.5,2018-03-01,SFRAN,3.65,264393.225
0715,0,31804,37967,4904,9966,61,351,26,85081,72223,2018-03-01,SFRAN,3.65,263613.95
0716,0,70647,83238,17636,13981,82,63,4,185651,162703,2018-03-01,SFRAN,3.65,593865.95
0798,0,1008,777,24,93,0,0,0,1902,1797,2018-03-01,SFRAN,3.65,6559.05
0802,0,20068,42566,5919,6314,80,0,0,74947,65593.5,2018-03-01,SFRAN,3.65,239416.275
0811,0,5447,4464,1584,1588,35,0,0,13118,10703,2018-03-01,SFRAN,3.65,39065.95
2016,0,93,323,19,40,0,0,0,475,425.5,2018-03-01,SFRAN,3.65,1553.075
0037,0,31685,41913,9427,9722,62,1820,367,94996,78311.5,2018-03-01,SFRAN,3.65,285836.975
0039,0,29995,28224,7884,8771,51,0,0,74925,62161,2018-03-01,REAL,3.65,226887.65
0708,0,13176,17446,2542,2261,26,185,50,35686,31893,2018-03-01,CIMA,3.65,116409.45
0046,0,49376,41450,10123,13852,76,219,36,115133,95887.5,2018-03-01,REAL,3.65,349989.375
0048,0,82839,110159,23228,20583,137,1128,212,238287,204612,2018-03-01,REAL,3.65,746833.7999999999
0049,0,19937,19478,7538,4916,27,252,53,52201,43184,2018-03-01,REAL,3.65,157621.6
0052,0,18826,19050,10185,5476,31,219,31,53821,42968.5,2018-03-01,REAL,3.65,156835.025
0053,0,49225,49476,15598,12192,66,36,4,126597,106500,2018-03-01,REAL,3.65,388725.0
0071,0,1543,2145,374,1277,9,20,6,5374,3875,2018-03-01,SFRAN,3.65,14143.75
0072,0,27612,27897,7333,8440,23,277,52,71634,59175.5,2018-03-01,REAL,3.65,215990.57499999998
0070,0,4826,6387,1513,1088,7,0,0,13821,11969.5,2018-03-01,SFRAN,3.65,43688.674999999996
0068,0,9961,15500,3877,4525,8,284,52,34209,27399.5,2018-03-01,SFRAN,3.65,100008.175
0407,0,28807,34772,7223,10081,84,48,5,81020,67190.5,2018-03-01,VELEIRO,3.65,245245.32499999998
0213,0,12890,20569,3073,5774,48,0,0,42354,34995.5,2018-03-01,REAL,3.65,127733.575
0210,0,11610,18382,2403,5778,17,0,0,38190,31193.5,2018-03-01,REAL,3.65,113856.275
0204,0,3989,6642,851,2669,12,25,1,14189,11056.5,2018-03-01,CIMA,3.65,40356.225
0202,0,32694,39684,8505,9825,35,155,32,90930,76630.5,2018-03-01,VELEIRO,3.65,279701.325
0201,0,36532,49197,10962,12222,30,307,98,109348,91210,2018-03-01,SFRAN,3.65,332916.5
0107,0,30203,36521,6931,11692,16,36,6,85405,70189.5,2018-03-01,VELEIRO,3.65,256191.675
0605,0,24776,27819,5586,6179,36,364,115,64877,55388,2018-03-01,VELEIRO,3.65,202166.19999999998
0611,0,9665,13944,3182,3997,1,49,11,30849,25200,2018-03-01,VELEIRO,3.65,91980.0
0713,0,10891,16683,2388,4268,9,48,4,34291,28768,2018-03-01,VELEIRO,3.65,105003.2
0797,0,311,637,42,36,0,0,0,1026,969,2018-03-01,VELEIRO,3.65,3536.85
0906,0,51296,56918,33892,15716,44,367,291,158524,125160,2018-03-01,VELEIRO,3.65,456834.0
0051,0,25820,27859,8013,8995,35,433,89,71245,57685.5,2018-03-01,SFRAN,3.65,210552.07499999998
0055,0,2817,6347,1682,4379,116,279,50,15684,10005,2018-03-01,SFRAN,3.65,36518.25
0056,0,23374,31993,10330,7744,116,432,100,74093,60532,2018-03-01,SFRAN,3.65,220941.8
0057,0,29530,33548,7701,11484,120,224,48,82655,66928.5,2018-03-01,SFRAN,3.65,244289.025
0058,0,13558,16544,4278,6288,53,104,20,40845,32241,2018-03-01,SFRAN,3.65,117679.65
0059,0,7305,8621,1542,6236,48,17,2,23771,16697,2018-03-01,SFRAN,3.65,60944.049999999996
0060,0,5609,10814,2517,10042,36,49,47,29114,17681.5,2018-03-01,SFRAN,3.65,64537.475
0064,0,9712,10084,1426,7629,44,179,33,29110,20509,2018-03-01,SFRAN,3.65,74857.84999999999
0065,0,36356,38503,8301,13670,75,45,16,96966,79009.5,2018-03-01,SFRAN,3.65,288384.675
0069,0,38092,38166,9047,11102,39,120,41,96607,80781.5,2018-03-01,SFRAN,3.65,294852.475
0097,0,239,223,11,100,0,0,0,573,467.5,2018-03-01,REAL,3.65,1706.375
0104,0,29623,33277,5969,7644,36,238,46,76833,65884.5,2018-03-01,REAL,3.65,240478.425
0105,0,8024,8708,3021,2386,4,190,46,22379,18242.5,2018-03-01,REAL,3.65,66585.125
4007,0,7394,7672,880,3117,32,103,15,19214,15506,2018-03-01,REAL,3.65,56596.9
4011,0,6795,19981,4436,2634,20,5077,995,39939,28994,2018-03-01,REAL,3.65,105828.09999999999
0012,0,6854,8631,2203,3225,22,58,12,21005,16586.5,2018-03-01,REAL,3.65,60540.725
0013,0,11688,13264,5155,2456,23,790,165,33544,27529.5,2018-03-01,SFRAN,3.65,100482.675
0017,0,21153,24471,3469,3694,21,1108,191,54109,47358.5,2018-03-01,REAL,3.65,172858.525
