LINHAS,KM LINHA,"KM OCIOSA",KM TOTAL,FROTA,PREVISTO,REALIZADO,DATA
807,15,17,32,1,8,8,22/06/2024
809,12,17,29,1,10,10
812,11,17,28,1,12,12
4006,T6,17,23,1,16,16
4011,21,9,30,1,9,9
